x,y,maxoutput
30,35,50.13812647
28,5,59.78619507
47,35,43.94928406
3,25,38.40802103
33,32,35.44113109
37,18,51.14671974
5,29,40.77396592
17,15,52.23919855
41,34,55.9303441
24,29,54.907644
12,10,61.57329114
43,40,52.20518124
21,29,49.50781665
14,48,64.79397046
36,12,36.64489815
8,50,50.04026027
8,8,49.40039856
48,26,36.88169378
24,26,38.69040639
15,40,55.71262043
14,4,64.74853094
33,47,59.37576043
29,31,50.35807729
29,28,48.50865344
15,45,60.93412813
4,38,39.14559958
31,19,40.60892953
0,38,41.12708974
46,27,38.17991123
14,11,47.63820126
40,31,57.12008594
28,44,59.68436389
11,15,36.67499817
37,12,38.33821095
46,34,44.36408371
4,1,35.82814756
2,19,52.89669021
4,40,36.37710418
1,12,57.39706274
24,19,64.44382811
18,44,40.87885768
20,32,54.8377261
37,3,38.76288176
11,34,38.62374353
1,1,52.204709
3,9,58.3986013
41,12,55.90292767
23,34,41.88875758
18,18,38.48596722
25,16,63.73606908
17,9,49.84931475
49,7,58.44840778
15,29,58.39362925
12,50,56.40032746
50,18,36.13312321
26,18,39.8339645
13,35,44.09168174
3,4,36.90684143
31,13,45.8934274
21,37,47.33240149
32,8,56.03098521
27,5,36.7394839
8,33,49.04355789
23,10,39.91374306
40,32,55.38231616
4,16,47.83949256
8,42,49.57599547
9,26,48.83351279
1,29,39.81936486
33,28,57.01992312
43,11,40.55434782
50,45,64.49005705
29,1,63.87700034
47,19,40.4929237
2,18,62.12319013
44,18,63.12038188
3,35,64.6667857
27,6,38.4723184
4,44,42.61411328
1,43,47.39904077
33,5,56.91378259
17,44,63.56837786
20,37,54.95406591
42,28,40.61631674
12,38,38.40462319
8,19,64.06758851
14,21,36.40331775
20,2,39.31626881
50,29,53.17296019
11,9,45.54974087
36,50,47.14949021
45,12,64.50983467
37,13,41.68226663
6,9,61.5437326
5,35,44.58706876
17,35,43.25342339
21,48,41.48920914
48,3,63.8665196
9,4,54.0265882
12,41,41.16116018
13,33,57.5929688
28,46,49.44122897
5,3,54.13000914
12,11,38.79808279
50,31,50.56612579
32,41,63.7118043
18,6,64.1795134
25,5,37.73044496
32,4,36.98224478
36,32,52.84858044
10,27,51.50674585
27,18,44.4066236
15,4,61.34791216
16,29,60.91065902
25,37,48.28655559
45,50,57.24475908
14,40,39.38884807
16,47,62.28650955
17,21,59.05896036
7,29,52.8837846
37,37,50.75214489
5,19,58.6298162
49,39,43.1260208
47,27,58.76139914
50,12,49.04859791
47,30,61.0137363
50,40,44.36102572
10,25,46.87020086
48,41,61.3949773
19,28,54.48982494
6,42,40.7044132
0,26,43.44180597
40,29,63.05172666
45,30,58.83768219
44,29,57.03641574
41,2,47.48157843
1,9,45.04775519
31,15,64.4517609
44,6,48.76400191
38,47,35.5552718
36,36,45.9622578
15,19,41.79763764
16,50,39.51931013
26,31,62.88141752
32,38,56.32473588
1,5,54.51204967
10,4,64.52218421
34,1,37.82715244
3,18,57.36334288
26,48,49.9985406
